epoch,sunroof,luggage_carrier,open_cargo_area,enclosed_cab,spare_wheel,wrecked,flatbed,ladder,enclosed_box,soft_shell_box,harnessed_to_a_cart,ac_vents,bus,cement mixer,crane truck,dedicated agricultural vehicle,hatchback,jeep,light truck,minibus,minivan,pickup,prime mover,sedan,tanker,truck,van,large vehicle,small vehicle,black,blue,green,other,red,silver/grey,white,yellow
1,0.07317073170731707,0.0,0.0,0.09090909090909091,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3080168776371308,0.0,0.0,0.0,0.05128205128205128,0.125,0.0,0.55765595463138,0.0,0.0,0.02631578947368421,0.0,0.9588568612958857,0.3028169014084507,0.0,0.0,0.038461538461538464,0.0,0.3771106941838649,0.5979918185198959,0.0
2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49025069637883006,0.0,0.0,0.0,0.0,0.0,0.0,0.66038229903116,0.0,0.0,0.0,0.0,0.9589276930644368,0.44493392070484583,0.5714285714285714,0.0,0.0,0.5384615384615384,0.640625,0.7284525790349418,0.0
3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46203904555314534,0.0,0.0,0.0,0.0,0.0,0.0,0.6494594594594595,0.0,0.0,0.0,0.0,0.9589226417414832,0.5744125326370757,0.7596153846153846,0.0,0.0,0.5,0.6289017341040463,0.746746394653535,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5085714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.6440188877229801,0.0,0.0,0.0,0.0,0.9589276930644368,0.6149732620320856,0.6275862068965518,0.0,0.0,0.5869565217391305,0.6917562724014337,0.766531713900135,0.8
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.526867627785059,0.0,0.0,0.0,0.0,0.0,0.0,0.6995994659546061,0.0,0.0,0.0,0.5,0.9591535433070866,0.6655629139072847,0.7823834196891192,0.0,0.0,0.8198198198198198,0.7139388052452647,0.7949916527545909,0.25
6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5566556655665567,0.0,0.0,0.0,0.0,0.0,0.0,0.7260995522781143,0.0,0.0,0.2222222222222222,0.4,0.9595959595959596,0.7018348623853211,0.7889908256880734,0.0,0.0,0.8483606557377049,0.7422161172161172,0.818686703691604,0.6956521739130435
7,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5682031984948259,0.0,0.0,0.0,0.0,0.0,0.0,0.75283384019906,0.0,0.0,0.0,0.5348837209302325,0.9614386355209492,0.7145085803432137,0.7901785714285714,0.0,0.0,0.924901185770751,0.7505689576695493,0.809731752963194,0.7956989247311828
8,0.0,0.0,0.0,0.0,0.0,0.768595041322314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5787159190853123,0.0,0.0,0.0,0.0,0.0,0.0,0.774556712637208,0.0,0.0,0.5555555555555556,0.5977011494252874,0.9648272433507333,0.7024320457796852,0.7901234567901234,0.0,0.0,0.9227799227799228,0.7525635309852876,0.8273291925465839,0.8301886792452831
9,1.0,0.0,0.0,0.0,0.0,0.72265625,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5961685823754789,0.0,0.0,0.0,0.5,0.0,0.0,0.7807909604519774,0.0,0.47058823529411764,0.39285714285714285,0.7164179104477612,0.9702351175587793,0.7291666666666666,0.8048780487804879,0.0,0.0,0.9282868525896414,0.7530224525043178,0.8470624805719614,0.8214285714285714
10,0.38095238095238093,0.0,0.0,0.0,0.0,0.7205387205387206,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.5918367346938775,0.0,0.0,0.0,0.0,0.0,0.0,0.7924475524475525,0.0,0.4074074074074074,0.5294117647058824,0.7701149425287356,0.9748648988312177,0.7238912732474965,0.8232758620689655,0.0,0.0,0.9038461538461539,0.7554489973844812,0.8289554062309102,0.811965811965812
11,0.7068965517241379,0.0,0.0,0.0,0.0,0.7389937106918238,0.6,0.0,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6263345195729537,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.801923076923077,0.0,0.48484848484848486,0.5,0.7405405405405405,0.9749654044533904,0.7438848920863309,0.8368200836820083,0.0,0.0,0.9245283018867925,0.7734375,0.8439024390243902,0.8623853211009175
12,0.7142857142857143,0.0,0.5,0.0,0.0,0.7563739376770539,0.5454545454545454,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.6240497581202488,1.0,0.0,0.0,0.25,0.8125,0.0,0.8158546655656482,0.0,0.6341463414634146,0.5106382978723404,0.8277511961722488,0.9799267769221058,0.7600574712643678,0.8235294117647058,0.0,0.0,0.9274809160305344,0.7758022549869905,0.8521925789635081,0.8727272727272727
13,0.7702127659574468,0.0,1.0,1.0,0.0,0.7158176943699732,0.47619047619047616,0.0,0.5454545454545454,0.0,0.0,0.3333333333333333,0.625,0.0,0.0,0.0,0.6107119529719138,0.7222222222222222,0.0,0.0,0.4444444444444444,0.7142857142857143,0.0,0.817565735971808,0.0,0.603448275862069,0.59375,0.7937219730941704,0.9800252844500632,0.7755102040816326,0.7865168539325843,0.0,1.0,0.939622641509434,0.7857142857142857,0.8538673188627331,0.8048780487804879
14,0.8339483394833949,0.0,0.8,0.16666666666666666,0.0,0.7340153452685422,0.47368421052631576,0.0,0.5294117647058824,0.0,0.0,0.6666666666666666,0.5714285714285714,0.0,0.0,0.0,0.645224171539961,0.6153846153846154,0.25,0.0,0.42857142857142855,0.7333333333333333,0.0,0.8244233378561737,0.0,0.576271186440678,0.6483516483516484,0.8347457627118644,0.9826494427558258,0.7553956834532374,0.8127208480565371,0.5,0.25,0.943609022556391,0.7833698030634574,0.8609741060419236,0.8333333333333334
15,0.8511326860841424,0.0,0.5,0.6666666666666666,0.0,0.7616707616707616,0.5263157894736842,0.0,0.6153846153846154,0.0,0.0,0.8,0.625,0.0,0.0,0.0,0.6340836012861736,0.5833333333333334,0.3333333333333333,0.0,0.5454545454545454,0.7368421052631579,0.0,0.8444264069264069,0.0,0.6129032258064516,0.6391752577319587,0.831275720164609,0.983392494929006,0.7733142037302726,0.8007246376811594,0.6666666666666666,0.5,0.9360902255639098,0.7913793103448276,0.8627450980392157,0.8842975206611571
16,0.8553846153846154,0.0,0.75,0.625,0.0,0.7588652482269503,0.5,0.0,0.5925925925925926,0.0,0.0,0.5,0.5555555555555556,0.0,0.0,0.0,0.6490566037735849,0.5185185185185185,0.5,0.0,0.5,0.8028169014084507,0.0,0.8397538790797218,0.0,0.6376811594202898,0.6972477064220184,0.8791666666666667,0.9842878864673087,0.7893217893217893,0.8064516129032258,0.6666666666666666,0.5714285714285714,0.9547169811320755,0.7929120409906063,0.8688773958016428,0.84
17,0.8575757575757575,0.0,0.7142857142857143,0.36363636363636365,1.0,0.7762237762237763,0.5882352941176471,0.0,0.5714285714285714,0.0,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.6582356570018507,0.5245901639344263,0.2,0.0,0.5416666666666666,0.7402597402597403,0.0,0.8529011168618905,0.0,0.5862068965517241,0.6915887850467289,0.8623481781376519,0.9845295460309409,0.7879656160458453,0.8304498269896193,0.6666666666666666,0.6363636363636364,0.9400749063670412,0.8051724137931034,0.8720508166969148,0.8852459016393442
18,0.8539944903581267,0.0,0.631578947368421,0.6666666666666666,0.0,0.7837837837837838,0.625,0.0,0.6551724137931034,0.0,0.0,0.6666666666666666,0.7,0.0,0.0,0.0,0.6576212471131639,0.5970149253731343,0.14285714285714285,0.0,0.5294117647058824,0.7340425531914894,0.0,0.8575247260090885,0.0,0.6619718309859155,0.6818181818181818,0.8863636363636364,0.9874141876430206,0.7833572453371592,0.8299319727891157,0.6470588235294118,0.5384615384615384,0.9381818181818182,0.8029197080291971,0.8741301059001513,0.8582677165354331
