epoch,sunroof,luggage_carrier,open_cargo_area,enclosed_cab,spare_wheel,wrecked,flatbed,ladder,enclosed_box,soft_shell_box,harnessed_to_a_cart,ac_vents,bus,cement mixer,crane truck,dedicated agricultural vehicle,hatchback,jeep,light truck,minibus,minivan,pickup,prime mover,sedan,tanker,truck,van,large vehicle,small vehicle,black,blue,green,other,red,silver/grey,white,yellow
1,0.041666666666666664,0.0,0.0,0.0,0.0,0.0684931506849315,0.0,0.0,0.03571428571428571,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.2672811059907834,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.4960529666412019,0.0,0.05555555555555555,0.0,0.08695652173913043,0.9591156126482213,0.05555555555555555,0.0,0.0,0.0,0.0,0.2821576763485477,0.5743887277248239,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3235294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.5207547169811321,0.0,0.0,0.0,0.0,0.9589276930644368,0.375,0.0,0.0,0.0,0.0,0.5310344827586206,0.6826666666666666,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.5140141359980502,0.0,0.0,0.0,0.0,0.9589276930644368,0.358974358974359,0.0,0.0,0.0,0.0,0.49124613800205974,0.7092147723198279,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5354510800508259,0.0,0.0,0.0,0.0,0.9589276930644368,0.3764705882352941,0.0,0.0,0.0,0.0,0.4961106309420916,0.7185563251913962,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5355498721227622,0.0,0.0,0.0,0.0,0.9589276930644368,0.40703517587939697,0.0,0.0,0.0,0.0,0.5353535353535354,0.7332585110362888,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.555971079531289,0.0,0.0,0.0,0.0,0.9589276930644368,0.4728434504792332,0.0,0.0,0.0,0.0,0.5252185608607935,0.752850312614932,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5801411290322581,0.0,0.0,0.0,0.0,0.9589276930644368,0.44025157232704404,0.0,0.0,0.0,0.0,0.525584333543904,0.7602001539645882,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.608433734939759,0.0,0.0,0.0,0.0,0.9589276930644368,0.47017543859649125,0.0,0.0,0.0,0.0,0.5366169799092677,0.7379977670264235,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.6155566600397614,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9590355517283798,0.44357976653696496,0.0,0.0,0.0,0.0,0.5498305084745763,0.750733137829912,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.6302290836653387,0.0,0.0,0.6666666666666666,0.0,0.9589024240187031,0.44329896907216493,0.0,0.0,0.0,0.0,0.557980900409277,0.7460951689066473,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5178571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.6365933788223401,0.0,0.0,0.16666666666666666,0.6,0.9596158581630141,0.4927536231884058,0.0,0.0,0.0,0.0,0.5825747724317295,0.7529498525073747,0.0
12,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4968814968814969,0.0,0.0,0.0,0.0,0.0,0.0,0.6648989898989899,0.0,0.0,0.3333333333333333,0.4,0.9593696133957154,0.5181598062953995,0.0,0.0,0.0,0.0,0.6055656382335148,0.7610587382160986,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5491071428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.6505994617078542,0.0,0.0,0.35714285714285715,0.3333333333333333,0.9595760414099088,0.5531914893617021,0.0,0.0,0.0,0.0,0.5958815958815958,0.7538631346578366,0.0
14,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5244122965641953,0.0,0.0,0.0,0.0,0.0,0.0,0.6589362238467356,0.0,0.0,0.4782608695652174,0.46153846153846156,0.9602812384359196,0.555327868852459,0.0,0.0,0.0,0.0,0.6270380434782609,0.7461086129367,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.5514592933947773,0.0,0.0,0.0,0.0,0.0,0.0,0.66179023059757,0.0,0.0,0.3684210526315789,0.4444444444444444,0.9598225289622874,0.5777777777777777,0.4,0.0,0.0,0.0,0.6422668240850059,0.7595782073813708,0.0
16,0.5714285714285714,0.0,0.0,0.0,0.0,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5780856423173804,0.0,0.0,0.0,0.0,0.0,0.0,0.6686960933536276,0.0,0.0,0.23809523809523808,0.5454545454545454,0.9601775366785846,0.6037735849056604,0.4375,0.0,0.0,0.0,0.6470944309927361,0.7519671570304481,0.0
17,0.4666666666666667,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56062424969988,0.0,0.0,0.0,0.0,0.0,0.0,0.680650902618866,0.0,0.0,0.52,0.5185185185185185,0.9605181986428131,0.5939716312056738,0.6274509803921569,0.0,0.0,0.3333333333333333,0.6657142857142857,0.7649279341111874,0.0
18,0.6428571428571429,0.0,0.0,0.0,0.0,0.5625,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5868187579214195,0.0,0.0,0.0,0.0,0.0,0.0,0.6796407185628742,0.0,0.0,0.2608695652173913,0.6785714285714286,0.9611303060217177,0.631768953068592,0.6629213483146067,0.0,0.0,0.6470588235294118,0.6766500277315585,0.7727741491921623,0.0
19,0.7272727272727273,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5592417061611374,0.0,0.0,0.0,0.0,0.0,0.0,0.680365296803653,0.0,0.0,0.35294117647058826,0.6666666666666666,0.9607794770596941,0.6101973684210527,0.6885245901639344,0.0,0.0,0.7058823529411765,0.6822379141770777,0.7604097818902842,0.0
20,0.6666666666666666,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.6846938775510204,0.0,0.0,0.2222222222222222,0.6041666666666666,0.9622711528946066,0.6672131147540984,0.7464788732394366,0.0,0.0,0.8115942028985508,0.6888544891640866,0.7669098143236074,0.0
21,0.75,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.5894495412844036,0.0,0.0,0.0,0.0,0.0,0.0,0.6845553036029226,0.0,0.0,0.38235294117647056,0.5517241379310345,0.9624767801857586,0.6601941747572816,0.7551020408163265,0.0,0.0,0.8034188034188035,0.6934156378600823,0.758721878056733,0.6666666666666666
22,0.7125,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.5711135611907387,0.0,0.0,0.0,0.0,0.0,0.0,0.6951844262295082,0.0,0.2,0.2857142857142857,0.5517241379310345,0.9644499689247981,0.7038269550748752,0.7468354430379747,0.0,0.0,0.8392857142857143,0.6935975609756098,0.759235668789809,1.0
23,0.7252747252747253,0.0,0.0,0.0,0.0,0.6428571428571429,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5732758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.6951436562420544,0.0,1.0,0.30434782608695654,0.6138613861386139,0.9662515566625156,0.6600660066006601,0.8145695364238411,0.0,0.0,0.8529411764705882,0.6982367758186397,0.7672796448953709,0.896551724137931
24,0.7314814814814815,0.0,0.0,0.0,0.0,0.6133333333333333,0.625,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5851172273190621,0.0,0.0,0.0,0.0,0.0,0.0,0.6968474148802017,0.0,0.5,0.5116279069767442,0.672566371681416,0.9678264122708568,0.6858054226475279,0.7745664739884393,0.0,0.0,0.8493150684931506,0.7092018301982714,0.7752985543683218,0.8305084745762712
25,0.7570093457943925,0.0,0.0,0.0,0.0,0.60625,0.375,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6036324786324786,0.0,0.0,0.0,0.0,0.0,0.0,0.7084814626714068,0.0,0.5517241379310345,0.45098039215686275,0.6438356164383562,0.9700688791484032,0.7040498442367601,0.7704918032786885,0.0,0.0,0.825,0.7017892644135189,0.7851662404092071,0.8387096774193549
26,0.7676056338028169,0.0,0.0,0.0,0.0,0.6208791208791209,0.4444444444444444,0.0,0.5,0.0,0.0,0.3,0.6666666666666666,0.0,0.0,0.0,0.5938461538461538,0.0,0.5,0.0,0.0,0.0,0.0,0.7099821291804953,0.0,0.6,0.4418604651162791,0.6917808219178082,0.9708239418983221,0.6712328767123288,0.8193548387096774,0.0,0.0,0.8132530120481928,0.7096774193548387,0.7849428208386277,0.8541666666666666
27,0.7986111111111112,0.0,0.0,0.0,0.0,0.6728971962616822,0.6666666666666666,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5889186773905273,0.6666666666666666,0.6666666666666666,0.0,0.5,0.0,0.0,0.7147549267306721,0.0,0.3793103448275862,0.375,0.6712328767123288,0.9704482844978712,0.7104430379746836,0.7777777777777778,0.0,0.0,0.8295454545454546,0.7067932067932068,0.789929441949968,0.7961165048543689
