Epoch,Train loss,Train_mAP,Val loss,Val_mAP
1,7.05429277452881,0.094554709901626,6.1740885183151,0.089438363279672
2,5.70409681429959,0.096902389449033,6.79451662608165,0.090451737038105
3,5.55706486535436,0.106869221286276,5.49934827675949,0.095156677202578
4,5.41323846370436,0.115547436228566,6.20435960460428,0.118875922802245
5,5.30083585266286,0.119879646588236,6.77907357345866,0.107248087591802
6,5.21110564103809,0.118986325506068,8.56182025050159,0.110789735410129
7,5.15645956465369,0.14535948109125,33.3760648139067,0.096314997445314
8,5.15144300437361,0.174576336385722,6.30819658364251,0.137940191609068
9,5.24110958204443,0.149166483978701,6.13053239250457,0.119564399477141
10,5.26341442702969,0.159129216800533,5.91225627532477,0.145131219224461
11,5.12601352687898,0.155604167850113,5.64447042938626,0.130099830269177
12,5.02834608305046,0.174503846498062,5.90613829340449,0.149208627485829
13,4.96087478266171,0.152221904041158,5.21353382783778,0.168559104955114
14,4.87637733416316,0.172039895510441,5.10394053301818,0.188055854430267
15,4.78126701157022,0.207645926493566,5.5300323223623,0.192591536454083
16,4.6885045980856,0.222865696279562,4.72918156277672,0.227387423041211
17,4.61500896377864,0.274422470401412,4.77642196370676,0.250019739224532
18,4.51885544157239,0.304255963178211,5.15451670445534,0.205681120718115
19,4.45211150337778,0.335709998228247,4.75599364577612,0.318910967753147
20,4.36821208748393,0.408762741788177,4.62124315696946,0.254333706467572
21,4.31158882916062,0.378608564007122,6.45760877217932,0.271856667982879
22,4.23611281766014,0.412873500615047,4.84949100007286,0.297918528468343
23,4.20131124983383,0.439468553081453,4.72720647562867,0.269026961962958
24,4.08960545971894,0.447823537653753,4.77410613269341,0.332904999917075
25,4.03205592164369,0.48949961356487,5.10960205384614,0.358735686046177
26,3.96511712803726,0.468527965749993,5.88552989111398,0.311331588361145
27,3.9343400342794,0.450594201677151,4.55570813347312,0.378255884478119
28,3.8370385470205,0.500283278658757,5.76108399313184,0.436389506902874
29,3.8203846276598,0.491150076646137,4.14914813924212,0.438147504179459
30,3.74197844502026,0.498853037265333,5.52961973302505,0.427530924935007
31,3.74647766864775,0.482751654543684,4.75989334566179,0.397955423546313
32,3.63713228860865,0.494270055931778,6.29026157811519,0.385450593701268
33,3.60647476522781,0.528026964529189,5.33495070513557,0.393551784569403
34,3.5710405395703,0.514905305888786,3.93604056797548,0.476821564105289
35,3.53448995040428,0.517072045654477,5.60987061291206,0.357850983137304
36,3.45096716538357,0.519837350624104,6.80734796729286,0.388407051579266
37,3.45744497648203,0.520528921987835,4.24893232917512,0.453574931805315
38,3.44574406319396,0.538316642082738,9.06231749875303,0.511446221043849
39,3.41176177713007,0.549292104331972,4.21091675286314,0.494925592465912
40,3.37670121776958,0.525004874636826,3.94206331053286,0.521014440457283
41,3.32889101719891,0.587202166863199,4.38533731512565,0.445070527440024
42,3.27797852650805,0.559698911165526,3.8349449431366,0.560717686269565
43,3.2358798328668,0.58411717682822,4.29386860698333,0.477034932865084
44,3.18333457598707,0.57970751724708,3.89203970866703,0.514048207127296
45,3.14428592326309,0.586827103265731,4.46069389573129,0.542610278650922
46,3.13425804415889,0.600672417720003,3.68079168245816,0.552354282350782
47,3.08942275796685,0.626011549520643,3.64170342641034,0.592848772065935
48,3.01578092926896,0.638693750731283,3.72871879238309,0.509242778547478
49,3.02642003456712,0.603387362775439,3.68838175222213,0.560347185397328
50,2.9480092672075,0.616058695463482,5.09370263864525,0.502333701910458
51,2.92027240777567,0.590989655297,3.74386857414519,0.535533469904204
52,2.86478294976756,0.640388260804844,3.8927286200065,0.487925905776656
53,2.81968430867643,0.637252240756661,3.94546066130935,0.538308965539385
54,2.79434194485073,0.623723480101008,3.99772687170393,0.501896772161907
55,2.74611407785186,0.698530057289267,3.84423383934426,0.496966973436803
56,2.77530594782119,0.634465223117722,4.681925854895,0.472675428421049
57,2.72727644625287,0.693685895387356,3.8448144154706,0.564005856218152
58,2.6954416393706,0.672572672882468,3.88159405394982,0.519640527707531
59,2.64558521210707,0.684737899402274,3.72271121666797,0.591032438331257
60,2.60923134958105,0.699086830921605,4.03421273361491,0.546121950974867
61,2.55473243644891,0.67964922440099,3.84049724431086,0.575605266891086
62,2.52128743926,0.705743480471898,3.81156060808529,0.522978457537921
63,2.49747476610596,0.684612477478475,3.68619657103266,0.547031905766415
64,2.44832890525101,0.739115811415204,3.72228478714931,0.591591730468731
65,2.40806177902034,0.713203689996884,3.76415286837212,0.563752854854436
66,2.41043880193385,0.722029954187063,4.46286089334803,0.510458451486266
67,2.39008122855551,0.735513301022005,3.76093738616111,0.511459873132799
68,2.30919412762088,0.754420175273702,3.98152878924114,0.588171561294488
69,2.31514467351025,0.704062571929669,4.09251469922716,0.508407712120259
70,2.22545127709159,0.827850159289988,4.52929007531581,0.532333689205997
71,2.23225275261087,0.752903831788225,3.96787246857346,0.544245150985671
72,2.18650307915683,0.761502884776248,4.11452315123899,0.50408665329443
73,2.14443195012773,0.73900616879088,4.22883449866406,0.53274565678139
74,2.15908501550475,0.781633432731054,4.33106572330426,0.535404295220711
75,2.1024551644914,0.722961772884009,4.15689584740265,0.527267413501537
76,2.0604290885991,0.772158553317762,4.27169231704865,0.53682621125267
77,1.98865581860521,0.783508545431475,4.27550189594285,0.508955367987975
78,1.94600349122295,0.821839483065389,4.19412443579697,0.547689948048624
79,1.93431361860321,0.835190798282441,4.47401008113385,0.523683736954118
80,1.9122535200818,0.841836125343599,4.4086160295834,0.551949691463252
81,1.85287798594443,0.822817395600886,4.33361238236065,0.537117120442166
82,1.84725609566857,0.808892041048905,4.25206331337884,0.563819717040802
83,1.81936089299432,0.764383153521568,4.45112127580465,0.547801620399838
84,1.83393984948011,0.809206124691703,4.40082139572078,0.522977675741186
85,1.75845746119153,0.820183628203212,4.57513498226916,0.527724078053799
86,1.68603043384993,0.830122692659707,4.52827771048635,0.551640046839469
87,1.70586451226951,0.843710342059895,4.45304911543683,0.57507429833533
88,1.59867281170239,0.871424058102729,4.69496355973494,0.557512930130427
89,1.64951391121582,0.859864011569126,4.8558663870375,0.555299369255384
90,1.61476784671872,0.901553503618344,4.55468459929763,0.609126152896056
91,1.55898390027964,0.871860987714498,5.0484785192153,0.540389404341066
92,1.51210446751769,0.839473448894672,4.92730229732125,0.560112626382219
93,1.57728270445325,0.83241996974425,4.92513399493575,0.585017982084711
94,1.51337043123766,0.897167403670598,4.8807399536308,0.552642293557562
95,1.47131131390779,0.840393484908049,5.10933356702413,0.546045232723002
96,1.4590406757942,0.844447443268233,5.18834693722609,0.525281375849965
97,1.4439865258663,0.894504771023269,5.01935574765527,0.523048197553554
98,1.43363229418059,0.879800060160397,4.97655591485832,0.595391025126389
99,1.42192119826135,0.88731659300873,4.84276347440832,0.498245877500858
100,1.49066427571399,0.889811381877985,4.73877430372635,0.555332905980139
101,1.30179302873016,0.922111040989088,4.99904796759059,0.583568275879971
102,1.32553836657857,0.90403794562686,4.96025612829748,0.563339714530462
103,1.30579385110092,0.873236364887407,5.15917361901172,0.581756754080385
104,1.29010863921001,0.913286011430168,5.17000455705815,0.532911581074329
105,1.2627943602326,0.875320231919937,4.98701773250804,0.562891783016587
106,1.21906498823621,0.918153021261,5.19404469384696,0.562963336703868
107,1.22165889148928,0.892668446708645,5.52184164301737,0.558059803948374
108,1.33418758221583,0.913803317958852,5.34266341002805,0.550311267462015
109,1.22384142271709,0.914407610518657,5.16557282676314,0.577588393041277
110,1.11311445960961,0.919585029826247,5.3835544668277,0.588469713245487
111,1.10669322841811,0.928879745851999,5.52937855440028,0.59824538999675
112,1.06255485884849,0.922307185492651,5.37433021797169,0.589989763644975
113,1.08167057593234,0.904913226207933,5.30586097750123,0.559509298178361
114,1.02009543760387,0.938558917901335,5.79644677532968,0.567668307219992
115,1.05290972089979,0.938649472346434,5.96492530461534,0.600259196342835
116,1.00492475517149,0.937461598528945,5.74733972097914,0.592556114249145
117,1.10043375256375,0.926696785224346,5.42532518953299,0.564759832441297
118,0.981143637824633,0.938585849077021,5.53252084258639,0.601956762443729
119,0.970311338539142,0.875257778055551,5.67877653277929,0.587617245112203
120,0.940553103886504,0.935236848061287,5.8680222674114,0.599008024969394
121,1.02584653374484,0.941346848609851,5.66132182007712,0.600322869518838
122,0.929182369194181,0.946081781947439,5.89757216465867,0.55571080948025
123,0.948291613149104,0.918194056172294,5.84956288057215,0.57928991622631
124,0.932083306966951,0.923324622918601,5.83575584378783,0.583722657980919
125,0.887576442074436,0.954085051425843,5.71900280989397,0.573783269409703
126,0.872101507219726,0.936249558235661,6.16349073544123,0.595590650266052
127,0.905421982243093,0.948881666163816,5.97948187194562,0.565739322804395
128,0.914740364773192,0.937862410251188,6.2248339550396,0.57696140556584
129,0.885366156367439,0.95020592284576,5.94367096954302,0.598051897154478
130,0.818753291542637,0.952149738928096,5.87275012329627,0.598381170535671
131,0.84543372704604,0.946397329776956,5.96343126556966,0.56914474516481
132,0.843971754844354,0.937681147835106,6.35893404836121,0.5659535837755
133,0.804659435975393,0.954159096190046,5.92899068123641,0.544372620381953
134,0.817005996890568,0.955930708682927,5.9321734435247,0.564404201117529
135,0.80531121895223,0.952656052864224,6.11883552146266,0.560058159234594
136,0.856871380573766,0.954348581235036,6.1815129262303,0.51283293033522
137,0.862525110108713,0.944034010771748,6.14967101875645,0.563056031342212
138,0.799734621639036,0.922129316087707,6.06304697833068,0.587253210468907
139,0.772133068855443,0.9589248089973,6.14279406860877,0.571624048701954
140,0.720221969158381,0.963847603919441,6.12181558704787,0.611415648834787
141,0.68643901723978,0.96039983368976,6.38556099102179,0.625967858427542
142,0.747488291874579,0.959970420771588,6.20605398914222,0.587994670797893
143,0.697653034492132,0.96165864678706,6.16780205484442,0.600387049280256
144,0.749578078275119,0.921001853115963,5.96402381667106,0.630012848077387
145,0.768410429717635,0.948757558910289,6.02172818505439,0.588785450720301
146,0.698703668414227,0.967105536407203,6.50280972539609,0.590886704735471
147,0.684876397274072,0.968434787969939,6.46688501256781,0.545150369799765
148,0.699690633434646,0.964944224879939,6.39579590150239,0.604028230685805
149,0.674614415576877,0.965191286202968,6.41209761237825,0.585843860237828
150,0.693964977599809,0.96661443373688,6.93911128871923,0.606693614169606
151,0.690266030443401,0.965972488527793,6.41828643492339,0.595120277523432
152,0.674926196831057,0.952855721307152,6.62244964774746,0.596570907288146
153,0.683470823174911,0.962423649911597,6.72990526503094,0.583865166126713
154,0.609135316852508,0.969042470651318,6.47456737939733,0.562118097709096
155,0.613040713242457,0.972408239735661,6.77070407292764,0.585570613022392
156,0.600084550440517,0.971046345178452,6.65552357436937,0.588077109852723
157,0.607851302600294,0.940289592955893,6.70636296758009,0.583005699814585
158,0.606635603597466,0.965337178254113,6.74955353702671,0.587023498642238
159,0.619538155671592,0.956749621701995,6.67239959585444,0.614939221245494
160,0.667798525555287,0.954920166328905,6.90016041869242,0.601535271403239
161,0.637504710537779,0.927462706285482,6.65723949853796,0.580533580585829
162,0.618369736667929,0.974110394207317,6.59475944880263,0.577368768999889
163,0.617765450676966,0.969630054141573,6.85906034275312,0.608396836570926
164,0.593678840673797,0.945710220633725,6.90895793591887,0.628198249986015
165,0.526139650316116,0.968238901489183,6.83431082989598,0.567052301989223
166,0.533596626435719,0.97546117277219,6.75264668184168,0.629157918816483
167,0.534272040074175,0.971967067723433,7.2172290336795,0.630426130279192
168,0.577715261839788,0.96998681853163,6.88647344690484,0.569477418153863
169,0.549174504800788,0.964217327986252,7.13340040559919,0.57398274060153
170,0.521814490194339,0.971305433618174,7.13345397555161,0.616534617461472
171,0.545811134902234,0.976966095025516,7.01935441661599,0.58670311120739
172,0.582388156543972,0.972851267458939,6.84335715076332,0.5789114381696
173,0.583237792770674,0.966315145810609,6.65685600379276,0.56385081116552
174,0.554966583107706,0.963736827388495,7.15582114264818,0.615753977800673
175,0.538003093186002,0.978528306442031,6.81720879006078,0.605724772605989
176,0.541642006810991,0.976340424012757,6.9421988970238,0.588164869509313
177,0.537040006510448,0.974361773129102,6.86077343189562,0.609141117650289
178,0.566334465880495,0.968571258390746,7.08088763331409,0.619924963760781
179,0.577577443880455,0.970046412771741,6.84765956446293,0.568431160891401
180,0.541633738506268,0.969126892018194,6.77047191384533,0.616339446637747
181,0.532501807323654,0.97728647458781,6.68675745959946,0.61538980620114
182,0.524456510301065,0.97057175967819,7.08915004429208,0.587882384776642
